parish,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,week37,week38,week39,week40,week41,week42,week43,week44,week45,week46,week47,week48,week49,week50,week51,week52
Alhallows Barking,2.0,1.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,5.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,8.0,10.0,13.0,25.0,31.0,42.0,4.0,52.0,46.0,39.0,31.0,17.0,19.0,22.0,12.0,7.0,8.0,0.0,1.0,2.0
Alhallows Breadstreet,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Alhallows Great,0.0,1.0,1.0,4.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,6.0,5.0,2.0,8.0,6.0,21.0,21.0,41.0,59.0,64.0,42.0,38.0,32.0,15.0,11.0,12.0,7.0,6.0,7.0,1.0,0.0,2.0
Alhallows Honylane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alhallows Lesse,2.0,0.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,11.0,17.0,19.0,29.0,25.0,17.0,21.0,18.0,4.0,7.0,8.0,3.0,5.0,2.0,4.0,0.0,2.0
Alhallows Lumbardstreet,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,6.0,8.0,7.0,7.0,8.0,11.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
Alhallows Staining,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,5.0,3.0,5.0,7.0,7.0,14.0,13.0,16.0,16.0,21.0,12.0,10.0,4.0,9.0,6.0,7.0,3.0,1.0,3.0,0.0,0.0
Alhallows the Wall,0.0,0.0,7.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,4.0,0.0,1.0,2.0,4.0,7.0,8.0,6.0,15.0,22.0,23.0,44.0,46.0,45.0,41.0,41.0,33.0,31.0,15.0,7.0,7.0,17.0,10.0,6.0,3.0,1.0,4.0,4.0
At the Pesthouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,3.0,5.0,6.0,8.0,9.0,10.0,10.0,12.0,9.0,9.0,10.0,12.0,6.0,7.0,8.0,8.0,4.0,1.0,4.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0
Bridewel Precinct,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,2.0,7.0,4.0,7.0,12.0,18.0,22.0,32.0,26.0,23.0,20.0,6.0,3.0,5.0,3.0,1.0,2.0,2.0,3.0,0.0,2.0
Christ Church,2.0,1.0,5.0,10.0,2.0,3.0,1.0,6.0,4.0,2.0,1.0,1.0,7.0,1.0,2.0,7.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,7.0,5.0,12.0,16.0,17.0,22.0,31.0,27.0,43.0,68.0,43.0,55.0,49.0,44.0,34.0,27.0,17.0,8.0,13.0,10.0,3.0,12.0,0.0,3.0,6.0
Hackney Parish,0.0,6.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,4.0,3.0,0.0,5.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,6.0,10.0,5.0,12.0,10.0,13.0,11.0,22.0,8.0,14.0,8.0,14.0,6.0,3.0,11.0,2.0,4.0,4.0,1.0,3.0,4.0
Lambeth Parish,2.0,4.0,5.0,4.0,4.0,7.0,1.0,7.0,3.0,5.0,2.0,2.0,6.0,5.0,3.0,4.0,2.0,7.0,5.0,0.0,0.0,0.0,6.0,4.0,6.0,4.0,4.0,3.0,4.0,8.0,3.0,4.0,9.0,18.0,13.0,25.0,31.0,46.0,48.0,46.0,49.0,66.0,47.0,29.0,33.0,51.0,54.0,36.0,10.0,12.0,11.0,23.0
Redriff Parish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rothorith Parish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,3.0,7.0,9.0,6.0,7.0,3.0,7.0,7.0,7.0,11.0,18.0,17.0,20.0,21.0,30.0,18.0,13.0,12.0,15.0,13.0,13.0,9.0,4.0,5.0,8.0
S. Sepulchres Parish,21.0,17.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,45.0,78.0,117.0,150.0,207.0,250.0,325.0,365.0,403.0,447.0,344.0,284.0,301.0,193.0,137.0,123.0,67.0,40.0,22.0,27.0,26.0,14.0,16.0,12.0,8.0,11.0
Saviours Southwark,8.0,10.0,12.0,15.0,20.0,18.0,10.0,12.0,12.0,16.0,17.0,17.0,12.0,19.0,14.0,13.0,22.0,14.0,16.0,14.0,10.0,15.0,14.0,6.0,15.0,16.0,16.0,7.0,21.0,24.0,30.0,52.0,61.0,132.0,160.0,319.0,374.0,419.0,427.0,356.0,364.0,321.0,233.0,106.0,89.0,113.0,79.0,68.0,28.0,22.0,23.0,24.0
St Alban Woodstreet,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,4.0,1.0,3.0,5.0,4.0,2.0,1.0,9.0,8.0,11.0,16.0,12.0,12.0,23.0,10.0,16.0,17.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0
St Alphage,0.0,0.0,3.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,14.0,16.0,18.0,38.0,40.0,31.0,25.0,11.0,13.0,8.0,5.0,5.0,4.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0
St Andrew Holborn,19.0,17.0,25.0,18.0,16.0,15.0,23.0,13.0,21.0,17.0,19.0,24.0,19.0,17.0,19.0,16.0,19.0,16.0,14.0,17.0,15.0,16.0,18.0,19.0,20.0,24.0,37.0,48.0,66.0,117.0,163.0,216.0,198.0,287.0,232.0,399.0,356.0,255.0,271.0,202.0,173.0,147.0,68.0,46.0,40.0,43.0,38.0,25.0,15.0,14.0,13.0,13.0
St Andrew Hubbard,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,6.0,2.0,6.0,3.0,4.0,4.0,2.0,2.0,2.0,6.0,2.0,2.0,0.0,1.0,3.0,0.0
St Andrew Undershaft,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,10.0,9.0,13.0,14.0,18.0,30.0,25.0,25.0,26.0,16.0,10.0,11.0,5.0,4.0,9.0,4.0,2.0,1.0,1.0,0.0,4.0
St Andrew Wardrobe,3.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,5.0,6.0,2.0,11.0,24.0,21.0,35.0,48.0,46.0,63.0,50.0,30.0,23.0,13.0,8.0,6.0,8.0,5.0,4.0,2.0,0.0,1.0,4.0
St Ann Aldersgate,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,5.0,15.0,18.0,21.0,30.0,31.0,33.0,20.0,28.0,15.0,10.0,6.0,2.0,5.0,4.0,4.0,1.0,0.0,2.0,3.0
St Ann Blackfryers,0.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,4.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,7.0,10.0,19.0,10.0,21.0,11.0,22.0,41.0,47.0,64.0,79.0,39.0,57.0,61.0,30.0,17.0,9.0,18.0,13.0,5.0,6.0,3.0,2.0,1.0
St Antholins Parish,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,2.0,6.0,8.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
St Austins Parish,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,2.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
St Bartholomew Exchange,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,2.0,6.0,3.0,6.0,7.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0
St Bartholomew Great,5.0,0.0,0.0,1.0,1.0,3.0,5.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,1.0,4.0,4.0,13.0,15.0,14.0,30.0,64.0,58.0,72.0,48.0,32.0,21.0,20.0,17.0,6.0,9.0,0.0,3.0,4.0,1.0,3.0,2.0,1.0,0.0,3.0
St Bartholomew Lesse,2.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,2.0,5.0,12.0,9.0,19.0,12.0,23.0,19.0,14.0,11.0,7.0,7.0,5.0,6.0,6.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0
St Bennet Fynck,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,2.0,4.0,2.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
St Bennet Gracechurch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,5.0,5.0,3.0,4.0,11.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0
St Bennet Paulswharf,3.0,2.0,4.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,6.0,1.0,6.0,7.0,6.0,10.0,6.0,9.0,13.0,16.0,41.0,30.0,30.0,35.0,30.0,15.0,22.0,10.0,6.0,2.0,7.0,3.0,1.0,1.0,2.0,2.0,2.0
St Bennet Sherehog,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
St Botolph Aldersgate,2.0,6.0,1.0,1.0,9.0,3.0,4.0,5.0,2.0,5.0,7.0,6.0,6.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,7.0,4.0,1.0,3.0,3.0,4.0,8.0,11.0,8.0,35.0,37.0,57.0,61.0,70.0,91.0,93.0,70.0,68.0,67.0,71.0,42.0,33.0,16.0,13.0,15.0,6.0,7.0,0.0,2.0,7.0,9.0
St Botolph Aldgate,12.0,17.0,13.0,17.0,19.0,12.0,14.0,23.0,9.0,16.0,20.0,16.0,13.0,16.0,1.0,20.0,17.0,14.0,8.0,17.0,16.0,11.0,11.0,10.0,19.0,10.0,14.0,19.0,24.0,35.0,57.0,92.0,103.0,207.0,238.0,374.0,443.0,584.0,623.0,469.0,372.0,305.0,169.0,99.0,65.0,85.0,55.0,33.0,22.0,17.0,18.0,23.0
St Botolph Billingsgate,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0,4.0,3.0,8.0,4.0,7.0,3.0,6.0,5.0,6.0,4.0,1.0,0.0,1.0,2.0
St Botolph Bishopsgate,9.0,10.0,10.0,7.0,14.0,10.0,9.0,15.0,10.0,18.0,11.0,18.0,7.0,13.0,8.0,10.0,14.0,12.0,11.0,7.0,9.0,11.0,4.0,10.0,15.0,21.0,11.0,38.0,37.0,65.0,105.0,116.0,180.0,259.0,288.0,316.0,368.0,354.0,294.0,186.0,153.0,145.0,71.0,41.0,28.0,34.0,23.0,14.0,8.0,10.0,13.0,14.0
St Brides Parish,0.0,0.0,0.0,0.0,9.0,8.0,13.0,12.0,13.0,11.0,11.0,14.0,9.0,13.0,11.0,12.0,7.0,9.0,8.0,5.0,7.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St Bridget,0.0,6.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,16.0,20.0,24.0,31.0,59.0,53.0,81.0,103.0,147.0,181.0,219.0,177.0,236.0,117.0,92.0,110.0,63.0,24.0,29.0,24.0,18.0,14.0,11.0,6.0,7.0,7.0
St Christophers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,4.0,1.0,0.0,8.0,4.0,6.0,6.0,4.0,6.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
St Clement Danes,8.0,12.0,8.0,9.0,17.0,8.0,10.0,9.0,12.0,10.0,10.0,10.0,8.0,12.0,8.0,6.0,12.0,12.0,13.0,16.0,10.0,19.0,10.0,15.0,14.0,19.0,28.0,33.0,29.0,31.0,62.0,60.0,61.0,74.0,94.0,110.0,142.0,124.0,168.0,152.0,128.0,118.0,75.0,36.0,23.0,38.0,32.0,15.0,11.0,4.0,14.0,10.0
St Clement Eastcheap,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0
